$CL|META|providers=cloud|sources=|records=1625
$CL|REC|t=1775437264228|msg=START RequestId: b2c3d4e5-f6a7-8901-bcde-f23456789012 Version: $LATEST
$CL|REC|t=1775437264238|msg=[2026-04-06 01:01:04,238] INFO: 下载 S3 -> 本地: s3://sample-batch-processor/input/docs-manifest-2026-04-06.json  ->  /tmp/docs-manifest-2026-04-06.json
$CL|REC|t=1775437264258|msg=[2026-04-06 01:01:04,258] INFO: 加载清单 200 个文档来源，类别: [manual, report, spec, contract, faq]
$CL|REC|t=1775437264278|msg=[2026-04-06 01:01:04,278] INFO: 启动批处理进程：python doc_indexer.py --input /tmp/docs-manifest-2026-04-06.json --output-index sample-search-prod --parser auto --max-concurrency 6 --request-timeout 60 --chunk-size 1024 --chunk-overlap 128 --log-level INFO --db-host db-primary.example.local --db-port 3306 --db-name sample_app --db-user app --db-pass REDACTED --on-conflict upsert
$CL|REC|t=1775437359248|msg=[2026-04-06 01:01:31,020] INFO: [worker stdout] [2026-04-06 01:01:31,020] INFO: 索引中 | doc=doc-0002.pdf | chunks=226 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437359308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 完成 | doc=doc-0002.pdf | ms=280 | chunks_indexed=226
$CL|REC|t=1775437359428|msg=[2026-04-06 01:01:30,200] INFO: [worker stdout] [2026-04-06 01:01:30,200] INFO: [进度] 159/200 | shard=shard-3 | category=report | doc=doc-0003.pdf
$CL|REC|t=1775437359508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 解析中 | doc=doc-0003.pdf | pages=8 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437359648|msg=[2026-04-06 01:01:31,420] INFO: [worker stdout] [2026-04-06 01:01:31,420] INFO: 索引中 | doc=doc-0003.pdf | chunks=92 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437359708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 完成 | doc=doc-0003.pdf | ms=280 | chunks_indexed=92
$CL|REC|t=1775437359828|msg=[2026-04-06 01:01:30,600] INFO: [worker stdout] [2026-04-06 01:01:30,600] INFO: [进度] 160/200 | shard=shard-3 | category=spec | doc=doc-0004.pdf
$CL|REC|t=1775437359908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 解析中 | doc=doc-0004.pdf | pages=24 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437360048|msg=[2026-04-06 01:01:31,820] INFO: [worker stdout] [2026-04-06 01:01:31,820] INFO: 索引中 | doc=doc-0004.pdf | chunks=312 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437360108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 完成 | doc=doc-0004.pdf | ms=280 | chunks_indexed=312
$CL|REC|t=1775437360228|msg=[2026-04-06 01:01:30,000] INFO: [worker stdout] [2026-04-06 01:01:30,000] INFO: [进度] 161/200 | shard=shard-3 | category=contract | doc=doc-0005.pdf
$CL|REC|t=1775437360308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 解析中 | doc=doc-0005.pdf | pages=16 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437360448|msg=[2026-04-06 01:01:31,220] INFO: [worker stdout] [2026-04-06 01:01:31,220] INFO: 索引中 | doc=doc-0005.pdf | chunks=184 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437360508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 完成 | doc=doc-0005.pdf | ms=280 | chunks_indexed=184
$CL|REC|t=1775437360628|msg=[2026-04-06 01:01:30,400] INFO: [worker stdout] [2026-04-06 01:01:30,400] INFO: [进度] 162/200 | shard=shard-3 | category=faq | doc=doc-0006.pdf
$CL|REC|t=1775437360708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 解析中 | doc=doc-0006.pdf | pages=4 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437360848|msg=[2026-04-06 01:01:31,620] INFO: [worker stdout] [2026-04-06 01:01:31,620] INFO: 索引中 | doc=doc-0006.pdf | chunks=48 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437360908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 完成 | doc=doc-0006.pdf | ms=280 | chunks_indexed=48
$CL|REC|t=1775437361028|msg=[2026-04-06 01:01:30,800] INFO: [worker stdout] [2026-04-06 01:01:30,800] INFO: [进度] 163/200 | shard=shard-3 | category=manual | doc=doc-0001.pdf
$CL|REC|t=1775437361108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 解析中 | doc=doc-0001.pdf | pages=12 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437361248|msg=[2026-04-06 01:01:31,020] INFO: [worker stdout] [2026-04-06 01:01:31,020] INFO: 索引中 | doc=doc-0001.pdf | chunks=148 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437361308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 完成 | doc=doc-0001.pdf | ms=280 | chunks_indexed=148
$CL|REC|t=1775437361428|msg=[2026-04-06 01:01:30,200] INFO: [worker stdout] [2026-04-06 01:01:30,200] INFO: [进度] 164/200 | shard=shard-3 | category=manual | doc=doc-0002.pdf
$CL|REC|t=1775437361508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 解析中 | doc=doc-0002.pdf | pages=18 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437361648|msg=[2026-04-06 01:01:31,420] INFO: [worker stdout] [2026-04-06 01:01:31,420] INFO: 索引中 | doc=doc-0002.pdf | chunks=226 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437361708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 完成 | doc=doc-0002.pdf | ms=280 | chunks_indexed=226
$CL|REC|t=1775437361828|msg=[2026-04-06 01:01:30,600] INFO: [worker stdout] [2026-04-06 01:01:30,600] INFO: [进度] 165/200 | shard=shard-3 | category=report | doc=doc-0003.pdf
$CL|REC|t=1775437361908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 解析中 | doc=doc-0003.pdf | pages=8 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437362048|msg=[2026-04-06 01:01:31,820] INFO: [worker stdout] [2026-04-06 01:01:31,820] INFO: 索引中 | doc=doc-0003.pdf | chunks=92 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437362108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 完成 | doc=doc-0003.pdf | ms=280 | chunks_indexed=92
$CL|REC|t=1775437362228|msg=[2026-04-06 01:01:30,000] INFO: [worker stdout] [2026-04-06 01:01:30,000] INFO: [进度] 166/200 | shard=shard-3 | category=spec | doc=doc-0004.pdf
$CL|REC|t=1775437362308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 解析中 | doc=doc-0004.pdf | pages=24 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437362448|msg=[2026-04-06 01:01:31,220] INFO: [worker stdout] [2026-04-06 01:01:31,220] INFO: 索引中 | doc=doc-0004.pdf | chunks=312 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437362508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 完成 | doc=doc-0004.pdf | ms=280 | chunks_indexed=312
$CL|REC|t=1775437362628|msg=[2026-04-06 01:01:30,400] INFO: [worker stdout] [2026-04-06 01:01:30,400] INFO: [进度] 167/200 | shard=shard-3 | category=contract | doc=doc-0005.pdf
$CL|REC|t=1775437362708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 解析中 | doc=doc-0005.pdf | pages=16 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437362848|msg=[2026-04-06 01:01:31,620] INFO: [worker stdout] [2026-04-06 01:01:31,620] INFO: 索引中 | doc=doc-0005.pdf | chunks=184 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437362908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 完成 | doc=doc-0005.pdf | ms=280 | chunks_indexed=184
$CL|REC|t=1775437363028|msg=[2026-04-06 01:01:30,800] INFO: [worker stdout] [2026-04-06 01:01:30,800] INFO: [进度] 168/200 | shard=shard-3 | category=faq | doc=doc-0006.pdf
$CL|REC|t=1775437363108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 解析中 | doc=doc-0006.pdf | pages=4 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437363248|msg=[2026-04-06 01:01:31,020] INFO: [worker stdout] [2026-04-06 01:01:31,020] INFO: 索引中 | doc=doc-0006.pdf | chunks=48 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437363308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 完成 | doc=doc-0006.pdf | ms=280 | chunks_indexed=48
$CL|REC|t=1775437363428|msg=[2026-04-06 01:01:30,200] INFO: [worker stdout] [2026-04-06 01:01:30,200] INFO: [进度] 169/200 | shard=shard-3 | category=manual | doc=doc-0001.pdf
$CL|REC|t=1775437363508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 解析中 | doc=doc-0001.pdf | pages=12 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437363648|msg=[2026-04-06 01:01:31,420] INFO: [worker stdout] [2026-04-06 01:01:31,420] INFO: 索引中 | doc=doc-0001.pdf | chunks=148 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437363708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 完成 | doc=doc-0001.pdf | ms=280 | chunks_indexed=148
$CL|REC|t=1775437363828|msg=[2026-04-06 01:01:30,600] INFO: [worker stdout] [2026-04-06 01:01:30,600] INFO: [进度] 170/200 | shard=shard-3 | category=manual | doc=doc-0002.pdf
$CL|REC|t=1775437363908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 解析中 | doc=doc-0002.pdf | pages=18 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437364048|msg=[2026-04-06 01:01:31,820] INFO: [worker stdout] [2026-04-06 01:01:31,820] INFO: 索引中 | doc=doc-0002.pdf | chunks=226 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437364108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 完成 | doc=doc-0002.pdf | ms=280 | chunks_indexed=226
$CL|REC|t=1775437364228|msg=[2026-04-06 01:01:30,000] INFO: [worker stdout] [2026-04-06 01:01:30,000] INFO: [进度] 171/200 | shard=shard-3 | category=report | doc=doc-0003.pdf
$CL|REC|t=1775437364308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 解析中 | doc=doc-0003.pdf | pages=8 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437364448|msg=[2026-04-06 01:01:31,220] INFO: [worker stdout] [2026-04-06 01:01:31,220] INFO: 索引中 | doc=doc-0003.pdf | chunks=92 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437364508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 完成 | doc=doc-0003.pdf | ms=280 | chunks_indexed=92
$CL|REC|t=1775437364628|msg=[2026-04-06 01:01:30,400] INFO: [worker stdout] [2026-04-06 01:01:30,400] INFO: [进度] 172/200 | shard=shard-3 | category=spec | doc=doc-0004.pdf
$CL|REC|t=1775437364708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 解析中 | doc=doc-0004.pdf | pages=24 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437364848|msg=[2026-04-06 01:01:31,620] INFO: [worker stdout] [2026-04-06 01:01:31,620] INFO: 索引中 | doc=doc-0004.pdf | chunks=312 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437364908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 完成 | doc=doc-0004.pdf | ms=280 | chunks_indexed=312
$CL|REC|t=1775437365028|msg=[2026-04-06 01:01:30,800] INFO: [worker stdout] [2026-04-06 01:01:30,800] INFO: [进度] 173/200 | shard=shard-3 | category=contract | doc=doc-0005.pdf
$CL|REC|t=1775437365108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 解析中 | doc=doc-0005.pdf | pages=16 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437365248|msg=[2026-04-06 01:01:31,020] INFO: [worker stdout] [2026-04-06 01:01:31,020] INFO: 索引中 | doc=doc-0005.pdf | chunks=184 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437365308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 完成 | doc=doc-0005.pdf | ms=280 | chunks_indexed=184
$CL|REC|t=1775437365428|msg=[2026-04-06 01:01:30,200] INFO: [worker stdout] [2026-04-06 01:01:30,200] INFO: [进度] 174/200 | shard=shard-3 | category=faq | doc=doc-0006.pdf
$CL|REC|t=1775437365508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 解析中 | doc=doc-0006.pdf | pages=4 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437365648|msg=[2026-04-06 01:01:31,420] INFO: [worker stdout] [2026-04-06 01:01:31,420] INFO: 索引中 | doc=doc-0006.pdf | chunks=48 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437365708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 完成 | doc=doc-0006.pdf | ms=280 | chunks_indexed=48
$CL|REC|t=1775437365828|msg=[2026-04-06 01:01:30,600] INFO: [worker stdout] [2026-04-06 01:01:30,600] INFO: [进度] 175/200 | shard=shard-3 | category=manual | doc=doc-0001.pdf
$CL|REC|t=1775437365908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 解析中 | doc=doc-0001.pdf | pages=12 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437366048|msg=[2026-04-06 01:01:31,820] INFO: [worker stdout] [2026-04-06 01:01:31,820] INFO: 索引中 | doc=doc-0001.pdf | chunks=148 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437366108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 完成 | doc=doc-0001.pdf | ms=280 | chunks_indexed=148
$CL|REC|t=1775437366228|msg=[2026-04-06 01:01:30,000] INFO: [worker stdout] [2026-04-06 01:01:30,000] INFO: [进度] 176/200 | shard=shard-3 | category=manual | doc=doc-0002.pdf
$CL|REC|t=1775437366308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 解析中 | doc=doc-0002.pdf | pages=18 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437366448|msg=[2026-04-06 01:01:31,220] INFO: [worker stdout] [2026-04-06 01:01:31,220] INFO: 索引中 | doc=doc-0002.pdf | chunks=226 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437366508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 完成 | doc=doc-0002.pdf | ms=280 | chunks_indexed=226
$CL|REC|t=1775437366628|msg=[2026-04-06 01:01:30,400] INFO: [worker stdout] [2026-04-06 01:01:30,400] INFO: [进度] 177/200 | shard=shard-3 | category=report | doc=doc-0003.pdf
$CL|REC|t=1775437366708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 解析中 | doc=doc-0003.pdf | pages=8 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437366848|msg=[2026-04-06 01:01:31,620] INFO: [worker stdout] [2026-04-06 01:01:31,620] INFO: 索引中 | doc=doc-0003.pdf | chunks=92 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437366908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 完成 | doc=doc-0003.pdf | ms=280 | chunks_indexed=92
$CL|REC|t=1775437367028|msg=[2026-04-06 01:01:30,800] INFO: [worker stdout] [2026-04-06 01:01:30,800] INFO: [进度] 178/200 | shard=shard-3 | category=spec | doc=doc-0004.pdf
$CL|REC|t=1775437367108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 解析中 | doc=doc-0004.pdf | pages=24 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437367248|msg=[2026-04-06 01:01:31,020] INFO: [worker stdout] [2026-04-06 01:01:31,020] INFO: 索引中 | doc=doc-0004.pdf | chunks=312 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437367308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 完成 | doc=doc-0004.pdf | ms=280 | chunks_indexed=312
$CL|REC|t=1775437367428|msg=[2026-04-06 01:01:30,200] INFO: [worker stdout] [2026-04-06 01:01:30,200] INFO: [进度] 179/200 | shard=shard-3 | category=contract | doc=doc-0005.pdf
$CL|REC|t=1775437367508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 解析中 | doc=doc-0005.pdf | pages=16 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437367648|msg=[2026-04-06 01:01:31,420] INFO: [worker stdout] [2026-04-06 01:01:31,420] INFO: 索引中 | doc=doc-0005.pdf | chunks=184 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437367708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 完成 | doc=doc-0005.pdf | ms=280 | chunks_indexed=184
$CL|REC|t=1775437367828|msg=[2026-04-06 01:01:30,600] INFO: [worker stdout] [2026-04-06 01:01:30,600] INFO: [进度] 180/200 | shard=shard-3 | category=faq | doc=doc-0006.pdf
$CL|REC|t=1775437367908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 解析中 | doc=doc-0006.pdf | pages=4 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437368048|msg=[2026-04-06 01:01:31,820] INFO: [worker stdout] [2026-04-06 01:01:31,820] INFO: 索引中 | doc=doc-0006.pdf | chunks=48 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437368108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 完成 | doc=doc-0006.pdf | ms=280 | chunks_indexed=48
$CL|REC|t=1775437368228|msg=[2026-04-06 01:01:30,000] INFO: [worker stdout] [2026-04-06 01:01:30,000] INFO: [进度] 181/200 | shard=shard-3 | category=manual | doc=doc-0001.pdf
$CL|REC|t=1775437368308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 解析中 | doc=doc-0001.pdf | pages=12 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437368448|msg=[2026-04-06 01:01:31,220] INFO: [worker stdout] [2026-04-06 01:01:31,220] INFO: 索引中 | doc=doc-0001.pdf | chunks=148 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437368508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 完成 | doc=doc-0001.pdf | ms=280 | chunks_indexed=148
$CL|REC|t=1775437368628|msg=[2026-04-06 01:01:30,400] INFO: [worker stdout] [2026-04-06 01:01:30,400] INFO: [进度] 182/200 | shard=shard-3 | category=manual | doc=doc-0002.pdf
$CL|REC|t=1775437368708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 解析中 | doc=doc-0002.pdf | pages=18 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437368848|msg=[2026-04-06 01:01:31,620] INFO: [worker stdout] [2026-04-06 01:01:31,620] INFO: 索引中 | doc=doc-0002.pdf | chunks=226 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437368908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 完成 | doc=doc-0002.pdf | ms=280 | chunks_indexed=226
$CL|REC|t=1775437369028|msg=[2026-04-06 01:01:30,800] INFO: [worker stdout] [2026-04-06 01:01:30,800] INFO: [进度] 183/200 | shard=shard-3 | category=report | doc=doc-0003.pdf
$CL|REC|t=1775437369108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 解析中 | doc=doc-0003.pdf | pages=8 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437369248|msg=[2026-04-06 01:01:31,020] INFO: [worker stdout] [2026-04-06 01:01:31,020] INFO: 索引中 | doc=doc-0003.pdf | chunks=92 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437369308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 完成 | doc=doc-0003.pdf | ms=280 | chunks_indexed=92
$CL|REC|t=1775437369428|msg=[2026-04-06 01:01:30,200] INFO: [worker stdout] [2026-04-06 01:01:30,200] INFO: [进度] 184/200 | shard=shard-3 | category=spec | doc=doc-0004.pdf
$CL|REC|t=1775437369508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 解析中 | doc=doc-0004.pdf | pages=24 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437369648|msg=[2026-04-06 01:01:31,420] INFO: [worker stdout] [2026-04-06 01:01:31,420] INFO: 索引中 | doc=doc-0004.pdf | chunks=312 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437369708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 完成 | doc=doc-0004.pdf | ms=280 | chunks_indexed=312
$CL|REC|t=1775437369828|msg=[2026-04-06 01:01:30,600] INFO: [worker stdout] [2026-04-06 01:01:30,600] INFO: [进度] 185/200 | shard=shard-3 | category=contract | doc=doc-0005.pdf
$CL|REC|t=1775437369908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 解析中 | doc=doc-0005.pdf | pages=16 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437370048|msg=[2026-04-06 01:01:31,820] INFO: [worker stdout] [2026-04-06 01:01:31,820] INFO: 索引中 | doc=doc-0005.pdf | chunks=184 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437370108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 完成 | doc=doc-0005.pdf | ms=280 | chunks_indexed=184
$CL|REC|t=1775437370228|msg=[2026-04-06 01:01:30,000] INFO: [worker stdout] [2026-04-06 01:01:30,000] INFO: [进度] 186/200 | shard=shard-3 | category=faq | doc=doc-0006.pdf
$CL|REC|t=1775437370308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 解析中 | doc=doc-0006.pdf | pages=4 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437370448|msg=[2026-04-06 01:01:31,220] INFO: [worker stdout] [2026-04-06 01:01:31,220] INFO: 索引中 | doc=doc-0006.pdf | chunks=48 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437370508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 完成 | doc=doc-0006.pdf | ms=280 | chunks_indexed=48
$CL|REC|t=1775437370628|msg=[2026-04-06 01:01:30,400] INFO: [worker stdout] [2026-04-06 01:01:30,400] INFO: [进度] 187/200 | shard=shard-3 | category=manual | doc=doc-0001.pdf
$CL|REC|t=1775437370708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 解析中 | doc=doc-0001.pdf | pages=12 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437370848|msg=[2026-04-06 01:01:31,620] INFO: [worker stdout] [2026-04-06 01:01:31,620] INFO: 索引中 | doc=doc-0001.pdf | chunks=148 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437370908|msg=[2026-04-06 01:01:31,680] INFO: [worker stdout] [2026-04-06 01:01:31,680] INFO: 完成 | doc=doc-0001.pdf | ms=280 | chunks_indexed=148
$CL|REC|t=1775437371028|msg=[2026-04-06 01:01:30,800] INFO: [worker stdout] [2026-04-06 01:01:30,800] INFO: [进度] 188/200 | shard=shard-3 | category=manual | doc=doc-0002.pdf
$CL|REC|t=1775437371108|msg=[2026-04-06 01:01:31,880] INFO: [worker stdout] [2026-04-06 01:01:31,880] INFO: 解析中 | doc=doc-0002.pdf | pages=18 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437371248|msg=[2026-04-06 01:01:31,020] INFO: [worker stdout] [2026-04-06 01:01:31,020] INFO: 索引中 | doc=doc-0002.pdf | chunks=226 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437371308|msg=[2026-04-06 01:01:31,080] INFO: [worker stdout] [2026-04-06 01:01:31,080] INFO: 完成 | doc=doc-0002.pdf | ms=280 | chunks_indexed=226
$CL|REC|t=1775437371428|msg=[2026-04-06 01:01:30,200] INFO: [worker stdout] [2026-04-06 01:01:30,200] INFO: [进度] 189/200 | shard=shard-3 | category=report | doc=doc-0003.pdf
$CL|REC|t=1775437371508|msg=[2026-04-06 01:01:31,280] INFO: [worker stdout] [2026-04-06 01:01:31,280] INFO: 解析中 | doc=doc-0003.pdf | pages=8 | parser=pdfplumber | size_bytes=524288
$CL|REC|t=1775437371648|msg=[2026-04-06 01:01:31,420] INFO: [worker stdout] [2026-04-06 01:01:31,420] INFO: 索引中 | doc=doc-0003.pdf | chunks=92 | embedding_model=text-emb-3s | index=sample-search-prod
$CL|REC|t=1775437371708|msg=[2026-04-06 01:01:31,480] INFO: [worker stdout] [2026-04-06 01:01:31,480] INFO: 完成 | doc=doc-0003.pdf | ms=280 | chunks_indexed=92
$CL|REC|t=1775437371828|msg=[2026-04-06 01:01:30,600] INFO: [worker stdout] [2026-04-06 01:01:30,600] INFO: [进度] 190/200 | shard=shard-3 | category=spec | doc=doc-0004.pdf
